State,state_abbr,District,year,std12_letters_and_up,std12_numbers_and_up,std35_std1_and_up,std35_subtraction_and_up,private_6_14,out_of_school_6_14,in_school_3_4
Bihar,BR,Rohtas,2011,71.5,70.7,62.3,59.8,6.5,1.6,NA
Bihar,BR,Jehanabad,2011,52.7,69.1,55.7,49.5,10.4,3.7,NA
Bihar,BR,Aurangabad,2011,57.8,62.3,51.5,42,9.1,2.7,NA
Bihar,BR,Gaya,2011,44.8,53.7,41.8,41.7,6.6,1.2,NA
Bihar,BR,Nawada,2011,63.9,66.2,59.7,56,5.6,6.1,NA
Bihar,BR,Jamui,2011,46.9,55.6,56.4,52.7,3.6,7.4,NA
Nagaland,NL,Mokokchung,2011,100,100,93.8,94.7,41,0.4,NA
Nagaland,NL,Zunheboto,2011,98.1,99.5,57,61.1,39.4,1.8,NA
Nagaland,NL,Dimapur,2011,98,95.9,84.6,74.4,60.3,1.2,NA
Nagaland,NL,Phek,2011,99.1,99.5,55.9,60.6,35.2,0.7,NA
Manipur,MN,Churachandpur,2011,100,97.7,94.7,88.2,82.6,0.1,NA
Manipur,MN,Bishnupur,2011,95.9,93.7,64.2,66.1,70.7,0.7,NA
Manipur,MN,Thoubal,2011,95.2,95.8,58.2,65.9,64.6,1.7,NA
Manipur,MN,Imphal West,2011,98.2,97.5,78.7,69,74.2,0.9,NA
Manipur,MN,Imphal East,2011,93.8,94.6,73.1,74.3,79.9,0.8,NA
Meghalaya,ML,West Garo Hills,2011,66.4,78.7,32.1,15.1,38.5,5.1,NA
Assam,AS,Kokrajhar,2011,73.1,76.3,65.8,44.3,14.2,5.4,NA
Assam,AS,Dhubri,2011,48.3,51.6,34.7,24,8.9,4.6,NA
Assam,AS,Goalpara,2011,64.6,67.7,61.3,31.9,8.3,2.8,NA
Assam,AS,Bongaigaon,2011,72.9,70.9,42.4,25.8,13.6,5.3,NA
Assam,AS,Barpeta,2011,80.9,86.4,66.9,48.4,9.4,0.8,NA
Assam,AS,Kamrup,2011,78.6,81.1,58.9,43.7,16.1,3.4,NA
Assam,AS,Nalbari,2011,88.3,84.2,56.1,32.9,16.7,5,NA
Assam,AS,Darrang,2011,87.8,84.7,69.9,51.9,13.4,7.3,NA
Assam,AS,Marigaon,2011,68.9,75,43.3,33.5,14,6.9,NA
Assam,AS,Nagaon,2011,63.5,70,40.6,20.1,18.8,5,NA
Assam,AS,Sonitpur,2011,84.7,80.9,37.6,20.9,18.5,5.2,NA
Assam,AS,Lakhimpur,2011,60.2,65.5,52.3,30.5,15.7,2,NA
Assam,AS,Dhemaji,2011,75.4,76.8,46.8,20.9,27.7,3,NA
Assam,AS,Dibrugarh,2011,74.4,78.2,63.1,41.5,25.9,4,NA
Assam,AS,Jorhat,2011,90.3,93.1,83,54.6,11,0.9,NA
Assam,AS,Golaghat,2011,75.8,80,63.2,37.2,14.5,4.6,NA
WB,WB,Darjiling,2011,95.9,96.8,63.4,63.7,35.1,0.4,NA
WB,WB,Uttar Dinajpur,2011,46.2,61.5,29.4,25.3,6,12.1,NA
WB,WB,Maldah,2011,85.1,83.9,64.4,58.4,16.9,5,NA
WB,WB,Murshidabad,2011,87.2,86.6,46.3,43.5,5.7,4.4,NA
WB,WB,Birbhum,2011,82.9,85.2,50.3,45.1,4.6,4,NA
WB,WB,Bardhaman,2011,89.2,90.8,67.3,58.5,3,2.3,NA
WB,WB,Nadia,2011,72.9,83.1,50.9,37.3,3.2,5.2,NA
WB,WB,North 24 Parganas,2011,92.5,95.8,72.3,63.1,7.1,2.1,NA
WB,WB,Bankura,2011,90.1,92.5,64.4,60,4.7,3.1,NA
WB,WB,Puruliya,2011,66.1,76.3,58.1,53.5,3.8,6.9,NA
WB,WB,Medinipur,2011,96.2,98.5,68.4,67.7,5.5,2.9,NA
WB,WB,Howrah,2011,81.1,82.7,66.3,56.6,2.7,4.1,NA
WB,WB,South 24 Parganas,2011,89.6,94.4,76.2,59.6,5.5,6.8,NA
Jharkhand,JH,Palamu,2011,60.8,56.8,37.5,40.1,7.7,2.6,NA
Jharkhand,JH,Chatra,2011,63.8,55.2,40.9,31.8,7.2,4.2,NA
Jharkhand,JH,Hazaribagh,2011,79.3,78.2,62.6,57.8,29.3,1,NA
Jharkhand,JH,Koderma,2011,62.8,62.5,70,64.1,8.8,0.2,NA
Jharkhand,JH,Giridih,2011,59.7,60.7,55.6,53.6,14.9,2.1,NA
Jharkhand,JH,Godda,2011,50.7,50.5,42.1,43.8,12.8,7.6,NA
Jharkhand,JH,Sahibganj,2011,65.4,58.5,47.9,43.4,2.8,5.8,NA
Jharkhand,JH,Pakur,2011,75.8,74.6,48,46.5,1.9,6.6,NA
Jharkhand,JH,DUMKA,2011,68.5,66.9,47.2,45,4.8,5,NA
Jharkhand,JH,Ranchi,2011,65.9,70.4,39.8,23.9,22.7,4.6,NA
Jharkhand,JH,Lohardagga,2011,83.3,79.8,57.9,36.6,11.2,2.7,NA
Jharkhand,JH,GUMLA,2011,57.6,61.1,45.2,36.2,16.5,6.7,NA
Jharkhand,JH,East Singhbhum,2011,47,49.7,26.2,29.7,6.8,2.3,NA
Jharkhand,JH,Sindega,2011,52.7,59,52.9,31.6,33.7,6.6,NA
Odisha,OR,Bargarh,2011,77.1,78.1,63.4,55.4,9,1.7,NA
Odisha,OR,Jharsuguda,2011,80,75.4,57.7,30.6,7.5,1.3,NA
Odisha,OR,Sambalpur,2011,70,73.3,54.1,38.4,4.1,1.4,NA
Odisha,OR,Deogarh,2011,72.6,63.1,47.3,25.8,3.8,2.8,NA
Odisha,OR,Sundargarh,2011,85.3,82.1,58.2,42.8,7.5,5,NA
Odisha,OR,Kendujhar,2011,65.8,64.6,60.6,37.8,7.6,6.1,NA
Odisha,OR,Mayurbhanj,2011,55.3,52.6,52.9,38.6,4.6,8.5,NA
Odisha,OR,Baleshwar,2011,96.5,89.1,88.6,74,3.9,1.2,NA
Odisha,OR,Bhadrak,2011,87.6,85,74.6,60.7,4.7,1.4,NA
Odisha,OR,Kendraparha,2011,72.9,72.9,68.2,54.6,5.3,0.6,NA
Odisha,OR,Jagatsinghapur,2011,82,79.6,60,45.1,9.6,1.3,NA
Odisha,OR,Cuttack,2011,73.6,74.4,62.1,55.7,8.1,1.4,NA
Odisha,OR,Jajapur,2011,80.4,79.8,63,56.1,6.9,1.1,NA
Odisha,OR,Dhenkanal,2011,79.7,68.2,52,38.6,0.8,0.6,NA
Odisha,OR,Anugul,2011,87.7,88.3,58.3,46.4,1.8,0.4,NA
Odisha,OR,Nayagarh,2011,70,71.8,64.8,51.6,7.1,2.1,NA
Odisha,OR,Khordha,2011,88.8,82.9,75.6,58.2,8.7,2.1,NA
Odisha,OR,Puri,2011,88.2,83,82.4,70,4.8,0.8,NA
Odisha,OR,Ganjam,2011,55.3,57.9,54.1,45.9,4.4,2.3,NA
Odisha,OR,Gajapati,2011,53.1,49.7,52.9,39.4,6,6.9,NA
Odisha,OR,Baudh,2011,72.7,70.6,41.3,33.5,5.4,4.8,NA
Odisha,OR,Subarnapur,2011,66.7,60.2,45.9,35.3,4.7,1.7,NA
Odisha,OR,Balangir,2011,45.4,50.4,44.1,15,4.8,6.3,NA
Odisha,OR,Nuaparha,2011,33.5,31.9,32.3,16.2,3.8,4.6,NA
Odisha,OR,Kalahandi,2011,75.4,69.8,47.6,28.1,3.7,7.4,NA
Odisha,OR,Rayagarha,2011,36.2,34.5,18.4,15.8,1.4,3.6,NA
Odisha,OR,Nabarangapur,2011,54.6,59.1,42.1,27.5,3.7,14.8,NA
Odisha,OR,Malkangiri,2011,83.1,78.4,55.1,54.2,1.1,8.5,NA
Chattisgarh,CG,Koriya,2011,59,52.5,42,26.9,5.2,1.2,NA
Chattisgarh,CG,Surguja,2011,76.2,75.7,55.6,43.1,13.9,2.1,NA
Chattisgarh,CG,Jashpur,2011,76.7,76.1,61.7,51.4,26.1,0.3,NA
Chattisgarh,CG,Raigarh,2011,84.6,84.3,60.2,41.4,12.5,2.1,NA
Chattisgarh,CG,Korba,2011,78.2,75,27.4,39.7,4.3,2.9,NA
Chattisgarh,CG,Bilaspur,2011,69.6,64.9,47.3,35.1,5.8,3.7,NA
Chattisgarh,CG,Kawardha,2011,76.8,78.1,38.9,38.4,1.9,3.2,NA
Chattisgarh,CG,Rajnandgaon,2011,78.8,76.2,60.9,49,5.7,1.3,NA
Chattisgarh,CG,Durg,2011,77.9,77.3,60,40.2,12,2.4,NA
Chattisgarh,CG,Raipur,2011,75.4,79.2,42.7,34.6,14.2,3.3,NA
Chattisgarh,CG,Mahasamund,2011,75.7,79.3,57.2,32.7,12.5,4.3,NA
Chattisgarh,CG,Dhamtari,2011,78.6,84.2,73.5,48.4,10.8,0.6,NA
Chattisgarh,CG,Kanker,2011,83.7,77.8,66.9,52,5.4,0.6,NA
Chattisgarh,CG,Bastar,2011,71.9,67.2,62.4,48.7,4.1,2.2,NA
Gujarat,GJ,Kachchh,2011,81.2,82.3,72.2,60.2,3.6,1.3,NA
Gujarat,GJ,Banas Kantha,2011,72.6,69.7,56.8,46.2,5.5,4.3,NA
Gujarat,GJ,Patan,2011,69.8,70.4,63.5,32.5,5.9,3.6,NA
Gujarat,GJ,Mehsana,2011,82.2,79,84.5,49.3,13.4,4.6,NA
Gujarat,GJ,Sabar Kantha ,2011,74.7,76.8,61.9,42.3,8,2.6,NA
Gujarat,GJ,Gandhinagar,2011,91,80.6,61.3,46.9,17.7,1.4,NA
Gujarat,GJ,Ahmedabad,2011,74.4,79.7,64.5,37.6,19,3.4,NA
Gujarat,GJ,Surendranagar,2011,89.2,86.7,75.9,64.9,4.3,1.6,NA
Gujarat,GJ,Rajkot,2011,86.1,84.3,49.5,29.6,22.4,3.3,NA
Gujarat,GJ,Jamnagar,2011,93.8,93.2,67.3,63.1,14.7,0.6,NA
Gujarat,GJ,Porbandar,2011,100,100,92.6,91.7,1,0.3,NA
Gujarat,GJ,Amreli,2011,81.5,83.9,72.5,54.9,18.7,3.1,NA
Gujarat,GJ,Bhavnagar,2011,87.9,90.2,68.7,47.8,7.1,2.2,NA
Gujarat,GJ,Kheda,2011,86.3,83.9,57.4,33,8.6,1.4,NA
Gujarat,GJ,Panch Mahals,2011,83.4,80.8,62.3,38.3,6,0.7,NA
Gujarat,GJ,Dohad,2011,68.4,67.2,30.6,15.4,4.4,4.1,NA
Gujarat,GJ,Vadodara,2011,86.8,81.3,74.9,45.1,13.5,4.5,NA
Gujarat,GJ,Narmada,2011,97.6,96.8,67.5,36.3,5.1,5.5,NA
Gujarat,GJ,The Dangs,2011,79.7,82.9,49.1,32.1,2.2,9.5,NA
Gujarat,GJ,Navsari,2011,88.1,87.6,71.7,58,3.6,1.8,NA
Gujarat,GJ,Valsad,2011,87.3,85.2,71.4,51.5,10.1,1,NA
MH,MH,Nandurbar,2011,91.5,94.4,83.1,72.4,24.3,7.1,NA
MH,MH,Dhule,2011,94.2,93.1,79.1,36,41.3,1.2,NA
MH,MH,Jalgaon,2011,88.7,91.7,63.8,27.6,27.7,0.8,NA
MH,MH,Buldana,2011,90.8,92.6,74.9,59,29,0.9,NA
MH,MH,Akola,2011,89.4,88.6,67.8,32.7,23,1.4,NA
MH,MH,Washim,2011,81.8,81.8,60.2,28,38,1,NA
MH,MH,Amravati,2011,91,92.3,70,40.8,46.8,0.6,NA
MH,MH,Wardha,2011,83.8,81,72,43.1,35.4,0.5,NA
MH,MH,Nagpur,2011,96.3,97.1,74.2,45.5,43,0.6,NA
MH,MH,Bhandara,2011,90.9,87.6,81.3,54.7,37,0,NA
MH,MH,Gondiya,2011,87.3,85.2,67.2,21.2,27.8,0.1,NA
MH,MH,Gadchiroli,2011,76.8,79.8,62.6,38.8,29.8,1.2,NA
MH,MH,Chandrapur,2011,93.6,91.5,80.2,59.8,34.6,0.3,NA
MH,MH,Yavatmal,2011,78.2,79.2,56.8,34.4,28.3,0.3,NA
MH,MH,Nanded,2011,77.7,85.9,67.1,32.6,25,2.1,NA
MH,MH,Parbhani,2011,91.8,89.5,82.1,61.3,24.2,2.6,NA
MH,MH,Jalna,2011,87.2,92.5,63,49.4,20.7,2.3,NA
MH,MH,Aurangabad,2011,97.6,97.5,81,69.1,26.3,0.2,NA
MH,MH,Nashik,2011,97.2,97.8,89.3,59.2,28.5,0.9,NA
MH,MH,Thane,2011,88.1,87.3,70,50.2,10.6,5.3,NA
MH,MH,Raigarh,2011,89.3,88,78.8,61.5,25.5,1.2,NA
MH,MH,Pune,2011,94.8,97.1,87.5,77.2,31.6,0.5,NA
MH,MH,Ahmednagar,2011,98.7,93.3,91.2,71.3,51.7,0.6,NA
MH,MH,Bid,2011,97.1,98.2,92.2,85.8,30.4,0.1,NA
MH,MH,Latur,2011,92.2,90.9,77.9,50.3,37.7,0.3,NA
MH,MH,Osmanabad,2011,93.6,90.7,67.9,41.9,35.3,1,NA
MH,MH,Solapur,2011,80.7,81.4,73.1,60.5,33.4,1.3,NA
MH,MH,Satara,2011,95.7,96.3,80.5,59.4,31.6,0,NA
MH,MH,Ratnagiri,2011,96.9,95.3,95.5,89.2,12.5,0.8,NA
MH,MH,Sindhudurg,2011,94.5,91.1,90.8,75.8,6.2,0,NA
MH,MH,Kolhapur,2011,98.7,96.7,86.9,72.1,20.5,1.2,NA
Andhra Pradesh,AP,Adilabad,2011,84.2,86.2,54,43.9,27.7,3.3,NA
Andhra Pradesh,AP,Nizamabad,2011,84.4,87.8,68.1,56.4,47.4,1.3,NA
Andhra Pradesh,AP,Karimnagar,2011,88.1,88.1,68.9,47,52.5,0.5,NA
Andhra Pradesh,AP,Medak,2011,65.7,74.2,55.4,45,25.3,3.4,NA
Andhra Pradesh,AP,Rangareddy,2011,81.7,86.5,55.3,56.3,26.9,2.9,NA
Andhra Pradesh,AP,Mahbubnagar,2011,87.5,88.6,69.1,63.3,30.4,4.9,NA
Andhra Pradesh,AP,Nalgonda,2011,82.8,84.2,56.5,48.7,42.1,1.6,NA
Andhra Pradesh,AP,Warangal,2011,91.8,93.9,62.2,64.3,43.3,2,NA
Andhra Pradesh,AP,Khammam,2011,84.8,84.6,75.8,63,29.7,4.2,NA
Andhra Pradesh,AP,Srikakulam,2011,90.2,87.3,82.9,74.2,34,1.9,NA
Andhra Pradesh,AP,Vizianagaram,2011,85.7,88.6,79.5,81.4,21.5,3.8,NA
Andhra Pradesh,AP,Visakhatnam,2011,87.7,92.4,74.3,69.1,18.8,2.7,NA
Andhra Pradesh,AP,West Godavari,2011,82.4,86.7,79.6,69.2,32.8,2,NA
Andhra Pradesh,AP,Krishna,2011,93.8,92.5,75,61.5,42.4,1.7,NA
Andhra Pradesh,AP,Guntur,2011,92.8,92.7,84.4,71.4,41.6,3.9,NA
Andhra Pradesh,AP,Nellore,2011,94.1,95.9,76.9,72.8,25,1.8,NA
Andhra Pradesh,AP,Cuddapah,2011,92.4,93.6,77.3,80.8,35.5,2.4,NA
Andhra Pradesh,AP,Kurnool,2011,84.7,87.4,66.9,64.7,30.1,7.8,NA
Andhra Pradesh,AP,Anantapur,2011,87.3,87.9,66.5,62.8,24.7,1.7,NA
Karnataka,KA,Belgaum,2011,85.2,85.7,46.8,35.5,18.9,1.7,NA
Karnataka,KA,Bagalkot,2011,81.4,85.8,59.1,50.9,20.8,4.4,NA
Karnataka,KA,Bijapur,2011,83.2,81.6,53.5,38.2,14.9,3.8,NA
Karnataka,KA,Gulbarga,2011,64.9,64.9,41.3,21,10.2,8.6,NA
Karnataka,KA,Bidar,2011,84.3,86.1,45.8,38.6,23.1,2.5,NA
Karnataka,KA,Raichur,2011,75.3,76.6,51.7,41.8,13.8,6.4,NA
Karnataka,KA,Koppal,2011,90.3,85.8,53.4,38.3,10.8,5.9,NA
Karnataka,KA,Gadag,2011,80.3,84.9,51.8,40.7,10.9,4.2,NA
Karnataka,KA,Dharwad,2011,76.1,84.3,54.1,24.7,14.6,1.1,NA
Karnataka,KA,Uttara Kannada,2011,96.6,95.5,89.8,88.4,5.8,0,NA
Karnataka,KA,Haveri,2011,82.4,80.5,48.8,34.7,17.1,5.4,NA
Karnataka,KA,Bellary,2011,75.5,79.9,38.1,35.4,13,5.7,NA
Karnataka,KA,Chitradurga,2011,88,87.9,65.2,42.1,14.3,0.8,NA
Karnataka,KA,Davangere,2011,73,75,54.1,45.9,17.3,5.2,NA
Karnataka,KA,Shimoga,2011,95,95,74.4,42.2,14.6,0.6,NA
Karnataka,KA,Udupi,2011,97,97,91.4,71,50,1.1,NA
Karnataka,KA,Chikmagalur,2011,95,93.3,76.3,62.6,21,0.7,NA
Karnataka,KA,Tumkur,2011,90.4,90.4,53.4,46.6,23.4,0.4,NA
Karnataka,KA,Kolar,2011,97.7,97,77.6,76.8,30.7,0.6,NA
Karnataka,KA,Bangalore,2011,92.6,94.6,75.6,55.8,53.5,1.1,NA
Karnataka,KA,Bangalore Rural,2011,92.9,93.8,62.6,62,26.8,0.2,NA
Karnataka,KA,Mandya,2011,91.7,87.3,64.2,50.6,28.2,1.5,NA
Karnataka,KA,Hassan,2011,94.8,94.8,80.3,73,12.6,0.3,NA
Karnataka,KA,Dakshina Kannada,2011,95,93.3,80.5,61.5,41.5,0.5,NA
Karnataka,KA,Kodagu,2011,92.1,89.3,74.8,64,21.1,0.6,NA
Karnataka,KA,Mysore,2011,73.9,83.1,37.1,26.7,18.4,2.3,NA
Karnataka,KA,Chamarajanagar,2011,84.7,84.7,65.9,42.2,25.6,3.3,NA
Goa,Goa,South Goa,2011,97.7,99.2,75.1,68.3,39.3,0,NA
Kerala,KL,Kannur,2011,96.6,96.6,87.9,73,62,0,NA
Kerala,KL,Wayanad,2011,95.9,95.8,78.3,58.7,44.9,0,NA
Kerala,KL,Kozhikode (Calicut),2011,98.8,94.1,90,61.5,60.3,0,NA
Kerala,KL,Malappuram,2011,98.5,97,79.8,60.4,54.9,0.3,NA
Kerala,KL,Palakkad,2011,89,89.8,77.3,58,59,0,NA
Kerala,KL,Thrissur,2011,91.3,95.5,89.9,70.1,76.6,0,NA
Kerala,KL,Ernakulam,2011,98.2,99.1,87.8,78.1,74.6,0,NA
Kerala,KL,Alappuzha ,2011,98.6,97.1,81.6,73.8,55.5,0,NA
Kerala,KL,Pathanamthitta,2011,100,100,78.6,80.6,74.6,0.2,NA
Kerala,KL,Kollam,2011,98.3,99.2,79.5,67.2,65.7,0,NA
Kerala,KL,Thiruvananthapuram,2011,99.1,100,80.5,74.3,47.8,0,NA
Tamilnadu,TN,Tiruvallur,2011,68.4,80.5,34.9,32.8,36.6,0,NA
Tamilnadu,TN,Kancheepuram,2011,64.8,79.1,53.9,39.7,25.6,0.8,NA
Tamilnadu,TN,Vellore,2011,61.9,65.9,49.1,47.8,22.2,0.9,NA
Tamilnadu,TN,Tiruvannamalai,2011,50,58.5,26.6,21.5,20.1,1.2,NA
Tamilnadu,TN,Viluppuram,2011,61,75.8,46.7,32.6,24.4,1.3,NA
Tamilnadu,TN,Salem,2011,49.6,46.6,22.8,23.5,19,0.4,NA
Tamilnadu,TN,Namakkal,2011,68.4,77.3,54.3,47.2,30.9,1,NA
Tamilnadu,TN,Erode,2011,68.5,82.2,50.8,47.6,21.4,0.5,NA
Tamilnadu,TN,The Nilgiris,2011,43.4,53.5,40,48,67.8,0,NA
Tamilnadu,TN,Coimbatore,2011,65.7,74.3,57.8,43.5,20.3,2.5,NA
Tamilnadu,TN,Karur,2011,57.3,68.5,48.1,30.4,26.3,0.3,NA
Tamilnadu,TN,Tiruchirappalli,2011,66.9,76.7,42.3,30.9,30.1,0.8,NA
Tamilnadu,TN,Perambalur,2011,76.1,79.6,45.7,44.1,35.7,0.7,NA
Tamilnadu,TN,Ariyalur,2011,74,73.5,49.7,41.3,17.6,0.5,NA
Tamilnadu,TN,Cuddalore,2011,58.1,67.4,34.7,25.6,27.8,0.2,NA
Tamilnadu,TN,Nagapattinam,2011,42.2,52.9,53.7,22,19.6,0.6,NA
Tamilnadu,TN,Tiruvarur,2011,61.5,75.9,47,22.9,23,1.7,NA
Tamilnadu,TN,Pudukkottai,2011,41.2,40.8,45.8,32.6,22.6,0.8,NA
Tamilnadu,TN,Sivagangai,2011,67.2,73,48.4,37.1,25.3,0.4,NA
Tamilnadu,TN,Madurai,2011,64.5,64.8,44.2,40.5,27.6,1.5,NA
Tamilnadu,TN,Theni,2011,75.2,77.7,48,51,32.1,0,NA
Tamilnadu,TN,Virudhunagar,2011,75.9,83.1,77.7,69.1,27.3,1,NA
Tamilnadu,TN,Thoothukudi,2011,56.2,66.3,55.1,53.7,21.5,0.7,NA
Tamilnadu,TN,Tirunelveli,2011,65.9,65.1,66.8,54.2,50.1,0.4,NA
Tamilnadu,TN,Kanyakumari,2011,88.4,86.4,66.2,66.2,61.2,0,NA
